"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2015,"75 to 84 years","Both sexes","Number of deaths",2,0,27,0,0,0,747,0,0,0,0,47,7,0,21896,523,99,2078,50,10,1008,1724,13107,361,3955,131,488,1753,15,4206,42,315,111,16,111,449,140,906,49,43,3,0,0,41,1919,226,18,0,0,45,11451
2015,"75 to 84 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0.1,0,0,32.1,0.8,0.1,3.1,0.1,0,1.5,2.5,19.2,0.5,5.8,0.2,0.7,2.6,0,6.2,0.1,0.5,0.2,0,0.2,0.7,0.2,1.3,0.1,0.1,0,0,0,0.1,2.8,0.3,0,0,0,0.1,16.8
2015,"75 to 84 years","Both sexes","Age-specific mortality rate per 100,000 population",0.1,0,1.5,0,0,0,42.8,0,0,0,0,2.7,0.4,0,1254,30,5.7,119,2.9,0.6,57.7,98.7,750.6,20.7,226.5,7.5,27.9,100.4,0.9,240.9,2.4,18,6.4,0.9,6.4,25.7,8,51.9,2.8,2.5,0.2,0,0,2.3,109.9,12.9,1,0,0,2.6,655.8
2015,"75 to 84 years","Both sexes","Rank of leading causes of death",37,38,30,38,38,38,11,38,38,38,38,25,35,38,1,12,22,5,23,34,9,8,2,15,4,19,13,7,33,3,28,16,20,32,20,14,18,10,24,27,36,38,38,29,6,17,31,38,38,26,0
2015,"75 to 84 years","Males","Number of deaths",1,0,11,0,0,0,371,0,0,0,0,21,5,0,12029,315,58,1149,26,6,666,708,7489,178,1899,67,264,929,10,2134,42,192,62,10,53,277,78,494,19,43,0,0,0,20,1054,174,11,0,0,30,5642
2015,"75 to 84 years","Males","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,32.9,0.9,0.2,3.1,0.1,0,1.8,1.9,20.5,0.5,5.2,0.2,0.7,2.5,0,5.8,0.1,0.5,0.2,0,0.1,0.8,0.2,1.4,0.1,0.1,0,0,0,0.1,2.9,0.5,0,0,0,0.1,15.4
2015,"75 to 84 years","Males","Age-specific mortality rate per 100,000 population",0.1,0,1.4,0,0,0,47.7,0,0,0,0,2.7,0.6,0,1546.7,40.5,7.5,147.7,3.3,0.8,85.6,91,962.9,22.9,244.2,8.6,33.9,119.4,1.3,274.4,5.4,24.7,8,1.3,6.8,35.6,10,63.5,2.4,5.5,0,0,0,2.6,135.5,22.4,1.4,0,0,3.9,725.4
2015,"75 to 84 years","Males","Rank of leading causes of death",36,37,30,37,37,37,11,37,37,37,37,27,35,37,1,12,21,5,26,34,9,8,2,16,4,19,14,7,32,3,24,15,20,32,22,13,18,10,29,23,0,0,37,28,6,17,30,37,37,25,0
2015,"75 to 84 years","Females","Number of deaths",1,0,16,0,0,0,376,0,0,0,0,26,2,0,9867,208,41,929,24,4,342,1016,5618,183,2056,64,224,824,5,2072,0,123,49,6,58,172,62,412,30,0,3,0,0,21,865,52,7,0,0,15,5809
2015,"75 to 84 years","Females","Percentage of deaths",0,0,0.1,0,0,0,1.2,0,0,0,0,0.1,0,0,31.2,0.7,0.1,2.9,0.1,0,1.1,3.2,17.8,0.6,6.5,0.2,0.7,2.6,0,6.6,0,0.4,0.2,0,0.2,0.5,0.2,1.3,0.1,0,0,0,0,0.1,2.7,0.2,0,0,0,0,18.4
2015,"75 to 84 years","Females","Age-specific mortality rate per 100,000 population",0.1,0,1.7,0,0,0,38.8,0,0,0,0,2.7,0.2,0,1018.9,21.5,4.2,95.9,2.5,0.4,35.3,104.9,580.1,18.9,212.3,6.6,23.1,85.1,0.5,214,0,12.7,5.1,0.6,6,17.8,6.4,42.5,3.1,0,0.3,0,0,2.2,89.3,5.4,0.7,0,0,1.5,599.9
2015,"75 to 84 years","Females","Rank of leading causes of death",35,36,27,36,36,36,10,36,36,36,36,24,34,36,1,13,22,6,25,32,11,5,2,14,4,17,12,8,31,3,36,16,21,30,19,15,18,9,23,0,33,36,36,26,7,20,29,36,36,28,0
2015,"75 to 79 years","Both sexes","Number of deaths",1,0,11,0,0,0,329,0,0,0,0,25,2,0,10766,227,39,907,20,5,374,547,5285,139,1486,39,213,615,4,1887,18,109,40,4,53,262,42,338,23,18,2,0,0,26,749,128,8,0,0,17,4501
2015,"75 to 79 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0.1,0,0,36.8,0.8,0.1,3.1,0.1,0,1.3,1.9,18.1,0.5,5.1,0.1,0.7,2.1,0,6.4,0.1,0.4,0.1,0,0.2,0.9,0.1,1.2,0.1,0.1,0,0,0,0.1,2.6,0.4,0,0,0,0.1,15.4
2015,"75 to 79 years","Both sexes","Age-specific mortality rate per 100,000 population",0.1,0,1.1,0,0,0,32.9,0,0,0,0,2.5,0.2,0,1075.7,22.7,3.9,90.6,2,0.5,37.4,54.7,528.1,13.9,148.5,3.9,21.3,61.4,0.4,188.5,1.8,10.9,4,0.4,5.3,26.2,4.2,33.8,2.3,1.8,0.2,0,0,2.6,74.8,12.8,0.8,0,0,1.7,449.7
2015,"75 to 79 years","Both sexes","Rank of leading causes of death",37,38,30,38,38,38,11,38,38,38,38,24,35,38,1,13,21,5,26,32,9,8,2,15,4,21,14,7,33,3,27,17,20,33,18,12,19,10,25,27,35,38,38,23,6,16,31,38,38,29,0
2015,"75 to 79 years","Males","Number of deaths",1,0,6,0,0,0,174,0,0,0,0,11,1,0,5995,141,23,528,13,4,259,247,3195,66,751,24,121,345,2,955,18,63,22,3,27,169,25,198,9,18,0,0,0,13,440,90,6,0,0,9,2369
2015,"75 to 79 years","Males","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0.1,0,0,36.7,0.9,0.1,3.2,0.1,0,1.6,1.5,19.6,0.4,4.6,0.1,0.7,2.1,0,5.8,0.1,0.4,0.1,0,0.2,1,0.2,1.2,0.1,0.1,0,0,0,0.1,2.7,0.6,0,0,0,0.1,14.5
2015,"75 to 79 years","Males","Age-specific mortality rate per 100,000 population",0.2,0,1.3,0,0,0,38,0,0,0,0,2.4,0.2,0,1310.1,30.8,5,115.4,2.8,0.9,56.6,54,698.2,14.4,164.1,5.2,26.4,75.4,0.4,208.7,3.9,13.8,4.8,0.7,5.9,36.9,5.5,43.3,2,3.9,0,0,0,2.8,96.2,19.7,1.3,0,0,2,517.7
2015,"75 to 79 years","Males","Rank of leading causes of death",35,37,30,37,37,37,11,37,37,37,37,27,35,37,1,13,21,5,25,32,8,9,2,16,4,20,14,7,34,3,23,17,22,33,18,12,19,10,28,23,0,0,37,25,6,15,30,37,37,28,0
2015,"75 to 79 years","Females","Number of deaths",0,0,5,0,0,0,155,0,0,0,0,14,1,0,4771,86,16,379,7,1,115,300,2090,73,735,15,92,270,2,932,0,46,18,1,26,93,17,140,14,0,2,0,0,13,309,38,2,0,0,8,2132
2015,"75 to 79 years","Females","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0.1,0,0,36.9,0.7,0.1,2.9,0.1,0,0.9,2.3,16.2,0.6,5.7,0.1,0.7,2.1,0,7.2,0,0.4,0.1,0,0.2,0.7,0.1,1.1,0.1,0,0,0,0,0.1,2.4,0.3,0,0,0,0.1,16.5
2015,"75 to 79 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.9,0,0,0,28.5,0,0,0,0,2.6,0.2,0,878.2,15.8,2.9,69.8,1.3,0.2,21.2,55.2,384.7,13.4,135.3,2.8,16.9,49.7,0.4,171.6,0,8.5,3.3,0.2,4.8,17.1,3.1,25.8,2.6,0,0.4,0,0,2.4,56.9,7,0.4,0,0,1.5,392.5
2015,"75 to 79 years","Females","Rank of leading causes of death",35,35,28,35,35,35,9,35,35,35,35,23,32,35,1,14,21,5,27,32,11,7,2,15,4,22,13,8,29,3,35,16,19,32,18,12,20,10,23,0,29,35,35,25,6,17,29,35,35,26,0
2015,"80 to 84 years","Both sexes","Number of deaths",1,0,16,0,0,0,418,0,0,0,0,22,5,0,11130,296,60,1171,30,5,634,1177,7822,222,2469,92,275,1138,11,2319,24,206,71,12,58,187,98,568,26,25,1,0,0,15,1170,98,10,0,0,28,6950
2015,"80 to 84 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0.1,0,0,28.6,0.8,0.2,3,0.1,0,1.6,3,20.1,0.6,6.4,0.2,0.7,2.9,0,6,0.1,0.5,0.2,0,0.1,0.5,0.3,1.5,0.1,0.1,0,0,0,0,3,0.3,0,0,0,0.1,17.9
2015,"80 to 84 years","Both sexes","Age-specific mortality rate per 100,000 population",0.1,0,2.1,0,0,0,56.1,0,0,0,0,3,0.7,0,1493.4,39.7,8.1,157.1,4,0.7,85.1,157.9,1049.5,29.8,331.3,12.3,36.9,152.7,1.5,311.1,3.2,27.6,9.5,1.6,7.8,25.1,13.1,76.2,3.5,3.4,0.1,0,0,2,157,13.1,1.3,0,0,3.8,932.5
2015,"80 to 84 years","Both sexes","Rank of leading causes of death",36,38,29,38,38,38,11,38,38,38,38,28,34,38,1,12,21,6,23,34,9,5,2,14,3,19,13,8,32,4,27,15,20,31,22,16,17,10,25,26,36,38,38,30,7,17,33,38,38,24,0
2015,"80 to 84 years","Males","Number of deaths",0,0,5,0,0,0,197,0,0,0,0,10,4,0,6034,174,35,621,13,2,407,461,4294,112,1148,43,143,584,8,1179,24,129,40,7,26,108,53,296,10,25,0,0,0,7,614,84,5,0,0,21,3273
2015,"80 to 84 years","Males","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.9,0.9,0.2,3.1,0.1,0,2,2.3,21.3,0.6,5.7,0.2,0.7,2.9,0,5.8,0.1,0.6,0.2,0,0.1,0.5,0.3,1.5,0,0.1,0,0,0,0,3,0.4,0,0,0,0.1,16.2
2015,"80 to 84 years","Males","Age-specific mortality rate per 100,000 population",0,0,1.6,0,0,0,61.5,0,0,0,0,3.1,1.2,0,1884.7,54.3,10.9,194,4.1,0.6,127.1,144,1341.2,35,358.6,13.4,44.7,182.4,2.5,368.3,7.5,40.3,12.5,2.2,8.1,33.7,16.6,92.5,3.1,7.8,0,0,0,2.2,191.8,26.2,1.6,0,0,6.6,1022.3
2015,"80 to 84 years","Males","Rank of leading causes of death",36,36,32,36,36,36,11,36,36,36,36,27,34,36,1,12,21,5,26,35,9,8,2,15,4,19,13,7,29,3,24,14,20,30,22,16,18,10,27,23,0,0,36,30,6,17,32,36,36,25,0
2015,"80 to 84 years","Females","Number of deaths",1,0,11,0,0,0,221,0,0,0,0,12,1,0,5096,122,25,550,17,3,227,716,3528,110,1321,49,132,554,3,1140,0,77,31,5,32,79,45,272,16,0,1,0,0,8,556,14,5,0,0,7,3677
2015,"80 to 84 years","Females","Percentage of deaths",0,0,0.1,0,0,0,1.2,0,0,0,0,0.1,0,0,27.3,0.7,0.1,2.9,0.1,0,1.2,3.8,18.9,0.6,7.1,0.3,0.7,3,0,6.1,0,0.4,0.2,0,0.2,0.4,0.2,1.5,0.1,0,0,0,0,0,3,0.1,0,0,0,0,19.7
2015,"80 to 84 years","Females","Age-specific mortality rate per 100,000 population",0.2,0,2.6,0,0,0,52,0,0,0,0,2.8,0.2,0,1198.6,28.7,5.9,129.4,4,0.7,53.4,168.4,829.8,25.9,310.7,11.5,31,130.3,0.7,268.1,0,18.1,7.3,1.2,7.5,18.6,10.6,64,3.8,0,0.2,0,0,1.9,130.8,3.3,1.2,0,0,1.6,864.9
2015,"80 to 84 years","Females","Rank of leading causes of death",33,36,26,36,36,36,11,36,36,36,36,25,33,36,1,13,21,8,22,31,10,5,2,14,3,17,12,7,31,4,36,16,20,29,19,15,18,9,23,0,33,36,36,27,6,24,29,36,36,28,0
2015,"85 and over","Both sexes","Number of deaths",3,0,33,0,0,0,1021,3,0,0,0,27,3,0,15154,527,284,2233,112,4,1152,4418,22955,910,6827,332,512,4563,38,4577,38,752,136,10,172,188,214,1576,54,95,7,0,0,30,3602,84,5,0,0,37,23269
2015,"85 and over","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,15.8,0.5,0.3,2.3,0.1,0,1.2,4.6,23.9,0.9,7.1,0.3,0.5,4.8,0,4.8,0,0.8,0.1,0,0.2,0.2,0.2,1.6,0.1,0.1,0,0,0,0,3.8,0.1,0,0,0,0,24.2
2015,"85 and over","Both sexes","Age-specific mortality rate per 100,000 population",0.4,0,4.4,0,0,0,134.9,0.4,0,0,0,3.6,0.4,0,2002.5,69.6,37.5,295.1,14.8,0.5,152.2,583.8,3033.3,120.2,902.1,43.9,67.7,603,5,604.8,5,99.4,18,1.3,22.7,24.8,28.3,208.3,7.1,12.6,0.9,0,0,4,476,11.1,0.7,0,0,4.9,3074.8
2015,"85 and over","Both sexes","Rank of leading causes of death",36,39,29,39,39,39,11,36,39,39,39,31,36,39,2,14,17,8,22,35,10,6,1,12,3,16,15,5,26,4,26,13,21,32,20,19,18,9,25,23,33,39,39,30,7,24,34,39,39,28,0
2015,"85 and over","Males","Number of deaths",0,0,18,0,0,0,400,0,0,0,0,11,1,0,7266,236,94,922,42,2,596,1211,8860,263,2218,117,262,1746,13,2094,38,398,61,4,68,92,92,681,19,95,0,0,0,12,1314,69,3,0,0,18,7610
2015,"85 and over","Males","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,19.7,0.6,0.3,2.5,0.1,0,1.6,3.3,24,0.7,6,0.3,0.7,4.7,0,5.7,0.1,1.1,0.2,0,0.2,0.2,0.2,1.8,0.1,0.3,0,0,0,0,3.6,0.2,0,0,0,0,20.6
2015,"85 and over","Males","Age-specific mortality rate per 100,000 population",0,0,6.9,0,0,0,154.3,0,0,0,0,4.2,0.4,0,2802.7,91,36.3,355.6,16.2,0.8,229.9,467.1,3417.5,101.4,855.5,45.1,101.1,673.5,5,807.7,14.7,153.5,23.5,1.5,26.2,35.5,35.5,262.7,7.3,36.6,0,0,0,4.6,506.8,26.6,1.2,0,0,6.9,2935.4
2015,"85 and over","Males","Rank of leading causes of death",36,36,27,36,36,36,11,36,36,36,36,31,35,36,2,15,18,8,24,34,10,7,1,13,3,16,14,5,29,4,25,12,23,32,22,19,19,9,26,17,0,0,36,30,6,21,33,36,36,27,0
2015,"85 and over","Females","Number of deaths",3,0,15,0,0,0,621,3,0,0,0,16,2,0,7888,291,190,1311,70,2,556,3207,14095,647,4609,215,250,2817,25,2483,0,354,75,6,104,96,122,895,35,0,7,0,0,18,2288,15,2,0,0,19,15659
2015,"85 and over","Females","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,13.4,0.5,0.3,2.2,0.1,0,0.9,5.4,23.9,1.1,7.8,0.4,0.4,4.8,0,4.2,0,0.6,0.1,0,0.2,0.2,0.2,1.5,0.1,0,0,0,0,0,3.9,0,0,0,0,0,26.5
2015,"85 and over","Females","Age-specific mortality rate per 100,000 population",0.6,0,3,0,0,0,124.8,0.6,0,0,0,3.2,0.4,0,1585.5,58.5,38.2,263.5,14.1,0.4,111.8,644.6,2833.1,130,926.4,43.2,50.3,566.2,5,499.1,0,71.2,15.1,1.2,20.9,19.3,24.5,179.9,7,0,1.4,0,0,3.6,459.9,3,0.4,0,0,3.8,3147.5
2015,"85 and over","Females","Rank of leading causes of death",32,37,28,37,37,37,11,32,37,37,37,27,34,37,2,14,17,8,22,34,12,4,1,10,3,16,15,5,24,6,37,13,21,31,19,20,18,9,23,0,30,37,37,26,7,28,34,37,37,25,0
2015,"85 to 89 years","Both sexes","Number of deaths",1,0,20,0,0,0,496,1,0,0,0,21,2,0,8776,255,94,1167,51,3,707,1844,9749,320,3040,106,297,1699,14,2369,27,304,77,5,73,141,100,701,26,45,5,0,0,22,1491,57,3,0,0,20,9376
2015,"85 to 89 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,20.2,0.6,0.2,2.7,0.1,0,1.6,4.2,22.4,0.7,7,0.2,0.7,3.9,0,5.4,0.1,0.7,0.2,0,0.2,0.3,0.2,1.6,0.1,0.1,0,0,0,0.1,3.4,0.1,0,0,0,0,21.6
2015,"85 to 89 years","Both sexes","Age-specific mortality rate per 100,000 population",0.2,0,4.2,0,0,0,103.8,0.2,0,0,0,4.4,0.4,0,1836.6,53.4,19.7,244.2,10.7,0.6,148,385.9,2040.2,67,636.2,22.2,62.2,355.6,2.9,495.8,5.7,63.6,16.1,1,15.3,29.5,20.9,146.7,5.4,9.4,1,0,0,4.6,312,11.9,0.6,0,0,4.2,1962.1
2015,"85 to 89 years","Both sexes","Rank of leading causes of death",37,39,29,39,39,39,11,37,39,39,39,28,36,39,2,15,19,8,23,34,9,5,1,12,3,17,14,6,31,4,25,13,20,32,21,16,18,10,26,24,32,39,39,27,7,22,34,39,39,29,0
2015,"85 to 89 years","Males","Number of deaths",0,0,10,0,0,0,224,0,0,0,0,8,1,0,4519,139,35,560,21,2,413,644,4577,126,1199,46,167,759,7,1184,27,184,41,3,34,73,46,350,11,45,0,0,0,10,672,46,2,0,0,10,3811
2015,"85 to 89 years","Males","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,22.6,0.7,0.2,2.8,0.1,0,2.1,3.2,22.9,0.6,6,0.2,0.8,3.8,0,5.9,0.1,0.9,0.2,0,0.2,0.4,0.2,1.7,0.1,0.2,0,0,0,0,3.4,0.2,0,0,0,0,19
2015,"85 to 89 years","Males","Age-specific mortality rate per 100,000 population",0,0,5.6,0,0,0,124.4,0,0,0,0,4.4,0.6,0,2509.4,77.2,19.4,311,11.7,1.1,229.3,357.6,2541.6,70,665.8,25.5,92.7,421.5,3.9,657.5,15,102.2,22.8,1.7,18.9,40.5,25.5,194.4,6.1,25,0,0,0,5.6,373.2,25.5,1.1,0,0,5.6,2116.2
2015,"85 to 89 years","Males","Rank of leading causes of death",36,36,27,36,36,36,11,36,36,36,36,30,35,36,2,14,22,8,25,33,9,7,1,15,3,17,13,5,31,4,24,12,21,32,23,16,17,10,26,20,0,0,36,27,6,17,33,36,36,27,0
2015,"85 to 89 years","Females","Number of deaths",1,0,10,0,0,0,272,1,0,0,0,13,1,0,4257,116,59,607,30,1,294,1200,5172,194,1841,60,130,940,7,1185,0,120,36,2,39,68,54,351,15,0,5,0,0,12,819,11,1,0,0,10,5565
2015,"85 to 89 years","Females","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0.1,0,0,18.1,0.5,0.3,2.6,0.1,0,1.3,5.1,22,0.8,7.8,0.3,0.6,4,0,5,0,0.5,0.2,0,0.2,0.3,0.2,1.5,0.1,0,0,0,0,0.1,3.5,0,0,0,0,0,23.7
2015,"85 to 89 years","Females","Age-specific mortality rate per 100,000 population",0.3,0,3.4,0,0,0,91.3,0.3,0,0,0,4.4,0.3,0,1429.7,39,19.8,203.9,10.1,0.3,98.7,403,1737,65.2,618.3,20.2,43.7,315.7,2.4,398,0,40.3,12.1,0.7,13.1,22.8,18.1,117.9,5,0,1.7,0,0,4,275.1,3.7,0.3,0,0,3.4,1868.9
2015,"85 to 89 years","Females","Rank of leading causes of death",32,37,27,37,37,37,11,32,37,37,37,24,32,37,2,15,18,8,22,32,10,4,1,12,3,17,13,6,29,5,37,14,21,31,20,16,19,9,23,0,30,37,37,25,7,26,32,37,37,27,0
2015,"90 years and over","Both sexes","Number of deaths",2,0,13,0,0,0,525,2,0,0,0,6,1,0,6378,272,190,1066,61,1,445,2574,13206,590,3787,226,215,2864,24,2208,11,448,59,5,99,47,114,875,28,50,2,0,0,8,2111,27,2,0,0,17,13893
2015,"90 years and over","Both sexes","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.2,0.5,0.4,2,0.1,0,0.8,4.9,25.2,1.1,7.2,0.4,0.4,5.5,0,4.2,0,0.9,0.1,0,0.2,0.1,0.2,1.7,0.1,0.1,0,0,0,0,4,0.1,0,0,0,0,26.5
2015,"90 years and over","Both sexes","Age-specific mortality rate per 100,000 population",0.7,0,4.7,0,0,0,188.2,0.7,0,0,0,2.2,0.4,0,2286.7,97.5,68.1,382.2,21.9,0.4,159.5,922.9,4734.8,211.5,1357.8,81,77.1,1026.8,8.6,791.6,3.9,160.6,21.2,1.8,35.5,16.9,40.9,313.7,10,17.9,0.7,0,0,2.9,756.9,9.7,0.7,0,0,6.1,4981.1
2015,"90 years and over","Both sexes","Rank of leading causes of death",33,39,28,39,39,39,11,33,39,39,39,31,37,39,2,14,17,8,20,37,13,5,1,10,3,15,16,4,26,6,29,12,21,32,19,23,18,9,24,22,33,39,39,30,7,25,33,39,39,27,0
2015,"90 years and over","Males","Number of deaths",0,0,8,0,0,0,176,0,0,0,0,3,0,0,2747,97,59,362,21,0,183,567,4283,137,1019,71,95,987,6,910,11,214,20,1,34,19,46,331,8,50,0,0,0,2,642,23,1,0,0,8,3799
2015,"90 years and over","Males","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.2,0.6,0.3,2.1,0.1,0,1.1,3.3,25.3,0.8,6,0.4,0.6,5.8,0,5.4,0.1,1.3,0.1,0,0.2,0.1,0.3,2,0,0.3,0,0,0,0,3.8,0.1,0,0,0,0,22.4
2015,"90 years and over","Males","Age-specific mortality rate per 100,000 population",0,0,10.1,0,0,0,222.3,0,0,0,0,3.8,0,0,3469.9,122.5,74.5,457.3,26.5,0,231.2,716.2,5410.1,173.1,1287.2,89.7,120,1246.7,7.6,1149.5,13.9,270.3,25.3,1.3,42.9,24,58.1,418.1,10.1,63.2,0,0,0,2.5,810.9,29.1,1.3,0,0,10.1,4798.7
2015,"90 years and over","Males","Rank of leading causes of death",34,34,26,34,34,34,12,34,34,34,34,30,34,34,2,14,17,8,22,34,11,7,1,13,3,16,15,4,29,5,25,10,23,32,20,24,19,9,26,18,0,0,34,31,6,21,32,34,34,26,0
2015,"90 years and over","Females","Number of deaths",2,0,5,0,0,0,349,2,0,0,0,3,1,0,3631,175,131,704,40,1,262,2007,8923,453,2768,155,120,1877,18,1298,0,234,39,4,65,28,68,544,20,0,2,0,0,6,1469,4,1,0,0,9,10094
2015,"90 years and over","Females","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.2,0.5,0.4,2,0.1,0,0.7,5.7,25.1,1.3,7.8,0.4,0.3,5.3,0.1,3.7,0,0.7,0.1,0,0.2,0.1,0.2,1.5,0.1,0,0,0,0,0,4.1,0,0,0,0,0,28.4
2015,"90 years and over","Females","Age-specific mortality rate per 100,000 population",1,0,2.5,0,0,0,174.7,1,0,0,0,1.5,0.5,0,1817.8,87.6,65.6,352.4,20,0.5,131.2,1004.8,4467.2,226.8,1385.8,77.6,60.1,939.7,9,649.8,0,117.1,19.5,2,32.5,14,34,272.3,10,0,1,0,0,3,735.4,2,0.5,0,0,4.5,5053.4
2015,"90 years and over","Females","Rank of leading causes of death",31,37,27,37,37,37,11,31,37,37,37,30,34,37,2,14,16,8,20,34,12,4,1,10,3,15,17,5,24,7,37,13,21,28,19,22,18,9,23,0,31,37,37,26,6,28,34,37,37,25,0
2016,"All ages","Both sexes","Number of deaths",5,0,88,0,1,9,1909,8,0,4,0,446,175,0,79084,1629,474,6838,192,62,2825,6521,51396,1512,13551,570,1400,6235,45,12293,105,1416,410,43,381,3385,444,3054,113,134,15,24,1031,1044,12524,3978,396,12,1,168,51263
2016,"All ages","Both sexes","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0.1,0,29.6,0.6,0.2,2.6,0.1,0,1.1,2.4,19.2,0.6,5.1,0.2,0.5,2.3,0,4.6,0,0.5,0.2,0,0.1,1.3,0.2,1.1,0,0.1,0,0,0.4,0.4,4.7,1.5,0.1,0,0,0.1,19.2
2016,"All ages","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,5.3,0,0,0,0,1.2,0.5,0,218.1,4.5,1.3,18.9,0.5,0.2,7.8,18,141.7,4.2,37.4,1.6,3.9,17.2,0.1,33.9,0.3,3.9,1.1,0.1,1.1,9.3,1.2,8.4,0.3,0.4,0,0.1,2.8,2.9,34.5,11,1.1,0,0,0.5,141.4
2016,"All ages","Both sexes","Rank of leading causes of death",42,46,33,46,44,40,13,41,46,43,46,22,28,46,1,14,21,6,27,34,12,7,2,15,3,20,17,8,35,5,32,16,24,36,26,10,23,11,31,30,38,37,19,18,4,9,25,39,44,29,0
2016,"All ages","Males","Number of deaths",2,0,57,0,1,4,912,7,0,4,0,295,134,0,41447,843,210,3686,76,38,1692,2075,27486,629,5678,248,854,2955,20,6170,94,783,207,23,162,2197,219,1501,42,134,0,0,543,549,7390,2939,303,12,1,89,23061
2016,"All ages","Males","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0.1,0,30.5,0.6,0.2,2.7,0.1,0,1.2,1.5,20.2,0.5,4.2,0.2,0.6,2.2,0,4.5,0.1,0.6,0.2,0,0.1,1.6,0.2,1.1,0,0.1,0,0,0.4,0.4,5.4,2.2,0.2,0,0,0.1,17
2016,"All ages","Males","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,5.1,0,0,0,0,1.6,0.7,0,230.5,4.7,1.2,20.5,0.4,0.2,9.4,11.5,152.8,3.5,31.6,1.4,4.7,16.4,0.1,34.3,0.5,4.4,1.2,0.1,0.9,12.2,1.2,8.3,0.2,0.7,0,0,3,3.1,41.1,16.3,1.7,0.1,0,0.5,128.2
2016,"All ages","Males","Rank of leading causes of death",41,44,32,44,42,39,13,38,44,39,44,21,27,44,1,15,24,6,31,34,11,10,2,17,5,22,14,7,36,4,29,16,25,35,26,9,23,12,33,27,0,0,19,18,3,8,20,37,42,30,0
